CODIGO DE BARRAS,CODIGO INT,DESCRIPCION,Proveedor,CANTIDADES,stock al cargar,Entrada,Salida,Macros,Macros,Stock
5.01602E+12,FBZ0245,SET DE BELLEZA INFANT X 5 PZAS SECADOR PEIN ESPEJO,Mar-Plast,0,,0,0,0,0,
5.01603E+12,FRE0251,CAJA REGISTRADORA CON MICROFONO CALCULADORA CANASTA MERCADO PILA,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NAN0252,CAJA DE PERRO PLASTICO CON PERRO ACCESORIO,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NMS0255,MICROFONO DE PIE CON LUZ SONIDO 10MELODIAS,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAU0264,AUTO FORMULA1 9.5CM CON LANZADOR LLAVE,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HDI0271,DINOSAURIO 12 CM PLAST CON MOVIMIENTO,Mar-Plast,0,,0,0,0,0,
5.01603E+12,BSO0278,SONAJERO GUSANITO DIDACTICO INFANTIL PLAST,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HES0287,ESPADA MEDIEVAL CON FUNDA LABRADO,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HES0288,ESPADA PLAST CON ANTIFAZ ENREDADO,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAU0295,AUTO DEPORTIVO 23CM FRICCION,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAU0296,CAMIONETA DEPORTIVO 4 X 4 FRICCION 20 CM,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAU0297,CAMION CONTAINER 30CM FRICCION,Mar-Plast,0,,0,0,0,0,
5.01603E+12,FCO0307,SET DE COCINA X8 PZAS PLAST COLOR,Mar-Plast,0,,0,0,0,0,
5.01603E+12,FRE0312,CAJA REGISTRADORA CON CALCULADORA SCANNER BALAZA PILAS,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NIM0313,MICROFONO MANUAL INFANTIL CON PARLANTE ESTRELLA,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NDE0315,SOGA DE SALTAR TRANSPARENTE LINEAS COLOR,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAU0323,PISTA DE AUTO LOOPING CON LANZADORA 2 AUTOS,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NIM0334,ORGANO MUSICAL 34CM 12 TECLAS LUZ,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAV0337,AVION DE GUERRA 22CM PLAST FRICCION,Mar-Plast,0,,0,0,0,0,
5.01603E+12,HAV0339,SET DE AVION PASAJEROS + AUTO/CAMIÓN FRICCION,Mar-Plast,0,,0,0,0,0,
5.01603E+12,FMU0345,MUÑECA ARTESANAL TELA 50 CM PELO LANA COLOR PLUSH,Mar-Plast,0,,0,0,0,0,
5.01603E+12,FMU0347,MUÑECA ARTESANAL TELA 37 CM PELO LANA COLOR CAPELIN FLORES,Mar-Plast,0,,0,0,0,0,
5.01604E+12,NDE0404,PELOTAS ANTISTRESS DEPORTES SURTIDO,Mar-Plast,0,,0,0,0,0,
5.01604E+12,NDE0405,PELOTAS ANTISTRESS FUTBOL MULTICOLOR,Mar-Plast,0,,0,0,0,0,
5.01604E+12,NDE0407,PELOTAS ANTISTRESS FUTBOL BLANCO NEGRO,Mar-Plast,0,,0,0,0,0,
5.01604E+12,NDE0408,PELOTAS ANTISTRESS EMOJIS,Mar-Plast,0,,0,0,0,0,
5.01604E+12,HPI0423,PISTOLA ESPACIAL 25CM MUSICAL LUCES PILAS,Mar-Plast,0,,0,0,0,0,
5.01605E+12,HRO0535,ROBOT ESPACIAL 29CM CAMINA SONIDO LUCES MOVIMIENTO PILAS,Mar-Plast,0,,0,0,0,0,
5.01607E+12,HRO0749,IRON BOT ROBOT A BATERIA,San Remo,0,,0,0,0,0,
5.01649E+12,NMS4876,GUTARRA DIDACTICA INFANTIL LUCES MELODIAS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HRC4877,AUTO A RADIO CONTROL,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPI4881,PISTOLA LANZA PROYECTILES,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FTE4882,SET DE TRE,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HAU4884,COSECHADORA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HAU4885,TRACTOR CON ACOPLADO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HES4887,ESPADA ESPACIAL 55CM MUSICAL CON LUCES,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HES4888,"SET ESPADA, ESCUDO Y MASCARA",Mar-Plast,0,,0,0,0,0,
5.01649E+12,HES4889,ESPADA PIRATAS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPI4890,AMETRALLADORA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPO4891,SET DE POLICIA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HMU4893,MUÑECO GUERRERO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HMU4894,MUÑECO GUERRERO 22 CM PLASTICO CON ARMAS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HRC4898,AUTO FORMULA UNO 18CM CONTROL REMOTO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HRC4900,AUTO DEPORTIVO 16CM FRICCIÓN,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HMO4901,MOTO PISTERA 11 CM A FRICCION PLASTICO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HAU4902,MINI AUTO DEPORTIVO 8CM A FRICCIÓN,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HAU4903,MINI CAMIÓN CARITA 6 CM FRICCIÓN,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HAU4905,CAMIONETA A FRICCION,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCA4909,MINI CASA DE MUÑECAS 18 X 20CM PLASTICA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCA4910,MINI CASA DE MUÑECAS + MUEBLES PLASTICOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FBZ4913,FABRICA DE PULSERAS CON PLANILLAS DE DISEÑOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCR4914,PINTA TU CARTERITA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FTE4915,SET DE TE PARA PINTAR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FBZ4916,FABRICA DE COLLARES,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NIM4919,CREA CON ARENA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NIM4920,FABRICA DE IMANES,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FBZ4921,SET DE BELLEZA X 8 PIEZAS CARTERA-ESPEJO-RULEROS- CELULAR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FBZ4922,SET DE BELLEZA X 4 PZAS CARTERA RULEROS PLANCHITA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FTE4923,SET DE TE INFANTIL X 10 PCS ESTAMPADO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4924,SET DE COCINA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4925,SET DE COCINA INFANTIL X 14 PIEZAS PLASTICO COLOR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4926,SET DE COCINA INFANTIL X 12 PIEZAS ANAFE + ACCESORIOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCA4927,MINI MUEBLES PARA MUÑECA X 14 PIEZAS PLASTICO COLOR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4928,SET DE COCINA INFANTIL ANAFE + 4 PCS UTENSILIOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4929,SET DE COCINA X 12 PIEZAS PLASTICO COLOR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,FCO4930,SET DE COCINA INFANTIL X 7 PZAS PLAST.,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NAN4933,PULPO A PILAS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NDE4934,SOGA DE SALTAR,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NPA4936,RESORTE MAGICO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPI4937,PISTOLA LANZA DISCOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NDE4938,SET DE PESCA,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPO4939,SET DE EMERGENCIA POLICIA MUÑECO + VEHICULO CON ACCESORIOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPO4940,SET DE EMERGENCIA POLICIA MUÑECO + VEHICULO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPI4941,SET DE COWBOY + CABALLO +DILIGENCIA+ ACCESORIOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,HPI4942,SET DE INDIOS +CABALLOS CON ACCESORIOS,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NAN4943,SET DE ANIMALES DE SELVA X 5PIEZAS PLASTICO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NAN4944,SET DE ANIMALES DE SELVA X 6 PIEZAS PLASTICO,Mar-Plast,0,,0,0,0,0,
5.01649E+12,NME4946,JUEGO DE LA MEMORIA,Mar-Plast,0,,0,0,0,0,
5.01666E+12,FRE6641,CAJA REGISTRADORA,Mar-Plast,0,,0,0,0,0,
5.01666E+12,NMG6642,VARITA,Mar-Plast,0,,0,0,0,0,
5.01666E+12,FCO6643,SET COCINA,Mar-Plast,0,,0,0,0,0,
5.01666E+12,FCO6644,SET COCINA,Mar-Plast,0,,0,0,0,0,
5.01666E+12,HRO6646,ROBOT,Mar-Plast,0,,0,0,0,0,
5.01666E+12,NMS6647,MOVIL MUSICAL,Mar-Plast,0,,0,0,0,0,
5.01666E+12,HPI6648,RIFLE,Mar-Plast,0,,0,0,0,0,
5.01666E+12,HAU6649,AUTO FRICCION,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HAU6650,AUTO FRICCION X 2,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6651,AUTO R/C 1,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6652,AUTO R/C 2,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6653,AUTO R/C 3,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6654,AUTO R/C 4,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6655,AUTO R/C 5,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6656,AUTO R/C 6,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6657,AUTO R/C 7,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HPI6659,PISTOLA LANZA PELOTAS,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6661,AUTO R/C 8,Mar-Plast,0,,0,0,0,0,
5.01667E+12,HRC6662,AUTO R/C 9,Mar-Plast,0,,0,0,0,0,
7.79803E+12,FFI6957,CARRITO PASEO P/MUÑECA PLAST.FIORELLA,Mar-Plast,0,,0,0,0,0,
7.79803E+12,NMS3423,GUITARRA MADERA SAN REMO NRO 4,San Remo,0,,0,0,0,0,
7.79803E+12,NMS3424,GUITARRA MADERA SAN REMO NRO 6,San Remo,0,,0,0,0,0,
7.79803E+12,NMS3425,GUITARRA MADERA SAN REMO NRO 7,San Remo,0,,0,0,0,0,
5.34481E+12,NME4481,LOTERIA LUJO,San Remo,0,,0,0,0,0,
5.40852E+12,NME0852,TORRE APILABLE MADERA 54PZAS S/REMO CAJA,Mar-Plast,0,,0,0,0,0,
7.79803E+12,HHE5999,BANCO DE TRABAJO,San Remo,0,,0,0,0,0,
7.79803E+12,NDE5866,JUEGO FUTBOLMATIC,San Remo,0,,0,0,0,0,
7.79803E+12,NDE5867,JUEGO OCAMATIC TIC TAC OCA,Mar-Plast,0,,0,0,0,0,
5.71682E+12,NMS1682,BOMBO MADERA CUERDA PALITOS,Mar-Plast,0,,0,0,0,0,
5.74228E+12,FFI4228,MAMADERA MAGIC/FIORELLA 14CM,Mar-Plast,0,,0,0,0,0,
5.75214E+12,FFI5214,COCHE PARA MUÑECA CON CAPOTA FIORELLA,Mar-Plast,168,,0,0,0,168,
5.80741E+12,FFI0741,JUEGO DE JARDIN PARA MUÑECAS FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.80742E+12,FFI0742,JUEGO DE COCINA PARA MUÑECAS FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.80743E+12,FFI0743,JUEGO DE BAÑO PARA MUÑECAS FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.80744E+12,FFI0744,JUEGO DE COMEDOR PARA MUÑECAS FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.80746E+12,FFI0746,JUEGO DE LIVING PARA MUÑECA FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.80748E+12,FFI0748,JUEGO DORMITORIO PARA MUÑECA FIORELLA CAJA,Mar-Plast,0,,0,0,0,0,
5.00992E+12,HMG9205,METEGOL DE PIE,San Remo,0,,0,0,0,0,
5.01067E+12,HDI6723,SET DE BOXEO INFANT/SAN REMO CHICO,San Remo,0,,0,0,0,0,
5.01067E+12,HDE6724,SET DEBOXEO INFANT/SAN REMO GRANDE,San Remo,0,,0,0,0,0,
5.01067E+12,BPE6726,PELELA INFANTIL / SAN REMO FORMA DE ANIMALITOS,San Remo,0,,0,0,0,0,
5.01069E+12,BPE6852,PELELA INFANT / FIORELLA FORMA ANIMALITO,Mar-Plast,0,,0,0,0,0,
5.01143E+12,FFI4327,COCHE DE PASEO FIORELLA PLEGABLE EN CAJA,Mar-Plast,0,,0,0,0,0,
5.01241E+12,FBE4054,BEBE PLASTISOL ` BEBUCHO` CON PAÑAL BOLSA OJOS MOVIMIENTO,Mar-Plast,0,,0,0,0,0,
5.01326E+12,FBE2646,BEBE PLASTISOL `BEBU` CON OJOS FIJOS PAÑAL BOLSA,Mar-Plast,0,,0,0,0,0,
5.01368E+12,HHE6801,BANCO DE TRABAJO GIGANTE,San Remo,0,,0,0,0,0,
5.01426E+12,BSO2550,SONAJERO EN CAJA X 1 MODELOS SURTIDOS,Mar-Plast,0,,0,0,0,0,
5.01426E+12,BSO2551,SONAJERO EN CAJA X 2 MODELOS SURTIDOS,Mar-Plast,0,,0,0,0,0,
5.01426E+12,BSO2553,SONAJERO X 5 + CHIFLE EN CAJA,Mar-Plast,0,,0,0,0,0,
5.00967E+12,FFI6660,Tocador Fiorella de Lujo / 96660,Mar-Plast,24,,16,0,16,24,
7.79803E+12,HAU7175,Mega Camion Volcador San Remo / 47175,San Remo,0,,0,0,0,0,
5.0139E+12,HAU9037,Estación de Servicio 3 niveles con ascensor / 139037,San Remo,0,,0,0,0,0,
5.01533E+12,HHE6801,Banco de Trabajo / 136801,San Remo,0,,0,0,0,0,
5.01534E+12,HPI0254,Pistola burbujas con pila / 153345,Mar-Plast,0,,0,0,0,0,
5.01603E+12,NMS9207,Microfono / 160254,Mar-Plast,0,,0,0,0,0,
5.01392E+12,FFI9207,Fiorella set de Maquillaje / 139207,Mar-Plast,0,,0,0,0,0,
5.01601E+12,HRC0147,Jeeep Radio control / 160147,Mar-Plast,0,,0,0,0,0,
5.01039E+12,FFI9202,Fiorella set de Maquillaje / 139202,Mar-Plast,0,,0,0,0,0,
5.01392E+12,FFI9205,Fiorella set de Maquillaje / 139205,Mar-Plast,0,,0,0,0,0,
5.01392E+12,FFI9200,Fiorella set de Maquillaje / 139200,Mar-Plast,0,,0,0,0,0,
5.43387E+12,FFI3387,Mi primer cocina Fiorrela / 43387,Mar-Plast,0,,0,0,0,0,
5.01651E+12,HAU5060,PISTA AUTOS COLORES/165060,Mar-Plast,0,,0,0,0,0,
7.79703E+12,HPI8101,Pistola de dardos verde / 8101,Mar-Plast,0,,0,0,0,0,
7.79703E+12,HPI8105,Pistola de dardos azul / 8105,Mar-Plast,0,,0,0,0,0,
7.79816E+12,NME5127,Rompecabezas la casa de Mickey Mouse,TOYS,0,,0,0,0,0,
7.79816E+12,NME5226,Rompecabezas Vengadores,TOYS,0,,0,0,0,0,
7.79703E+12,NRP8001,ConsultorioDental / 8001 / NPR 8001,TOYS,0,,0,0,0,0,
6.908E+12,BCU13032,Cunero / 13032,TOYS,0,,0,0,0,0,
6.908E+12,BGY2007,Gimnasio Bebe -Selva / J2007,TOYS,0,,0,0,0,0,
7.79562E+12,FCA2069,Casita muñecas / 2069,TOYS,0,,0,0,0,0,
7.89697E+12,FBE4503,Bebe Mania - Pet / 4503,TOYS,0,,0,0,0,0,
7.79572E+12,FMU1877,MUÑECA SIRENITA CON ANIMALES MARINOS EN BLISTER,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU2362,"MUÑECA CON ALAS, CON ACCESORIOS EN BLISTER",AMCOR,0,,0,0,0,0,
7.79562E+12,FMU7158,MUÑECA EN BLISTER DOS MODELOS,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU3338,MUÑECA FASHION CON VESTIDOS EN CAJA VISOR,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU3321,MUÑECA FASHION CON VESTIDOS Y ACCESORIOS EN CAJA VISOR,AMCOR,0,,0,0,0,0,
7.79582E+12,FMU4938,MUÑECA SIRENITA EN CAJA VISOR,AMCOR,0,,0,0,0,0,
7.79582E+12,FMU4754,MUÑECA FASHION ROCK CON GUITARRA Y ACCESORIOS EN CAJA VISOR,AMCOR,0,,0,0,0,0,
7.79582E+12,FMU4761,MUÑECA FASHION CON SOMBRERO Y ACCESORIOS EN CAJA VISOR,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU2430,16 MUÑECAS DE 14 CM DE TV EN DISPLAY,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU3604,DISPLAY CON 12 MUÑECAS CON VESTIDOS SURTIDOS EN ESTUCHE,AMCOR,0,,0,0,0,0,
7.79582E+12,FMU5027,DISPLAY CON 4 MUÑECAS CON DISEÑOS DE ALTA COSTURA EN ESTUCHE,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU2355,DISPLAY CON 12 MUÑECAS CON ALAS EN CONO.,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU3413,DISPLAY CON 12 MUÑECAS FLACAS VESTIDAS EN CONO.,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU1822,DISPLAY CON 9 BEBES CUP CAKE CON CUCURUCHO.,AMCOR,0,,0,0,0,0,
7.79572E+12,FMU2027,DISPLAY CON 6 MUÑECAS CUP CAKE CON LUCES,AMCOR,0,,0,0,0,0,
7.79562E+12,FMU8414,DISPLAY CON 12 MUÑECAS ESTUCHE HUEVO EN 4 MODELOS,AMCOR,0,,0,0,0,0,
7.79562E+12,FMU8407,DISPLAY CON 12 MUÑECAS ESTUCHE HUEVO EN 4 MODELOS,AMCOR,0,,0,0,0,0,
7.79562E+12,FMU8629,DISPLAY CON 12 BEBES A PILAS TRY ME CON 12 SONIDOS PILAS INCLUIDAS,AMCOR,0,,0,0,0,0,
7.79582E+12,FMU4747,DISPLAY CON 12 BEBES SURTIDOS CON ACCESORIOS EN CAJA INDIVIDUAL,AMCOR,0,,0,0,0,0,
7.79562E+12,FBE8438,BEBE GATEADOR A PILA SONIDOS EN ESTUCHE,AMCOR,0,,0,0,0,0,
7.79562E+12,FMU9633,MUÑECA A PILA CON CELULAR ABRIENDOLO SUENA Y SE LO PONE EN LA OREJA DICE HOLA Y SE EMPIEZA A CAMINAR CANTANDO I LOVE MAMI EN CAJA,AMCOR,0,,0,0,0,0,
7.79562E+12,FMU9640,MUÑECA LOLINA A PILA CON MICROFONO CANTA EN CASTELLANO BAILANDO Y SE ENCENDIE LA LUZ DEL MICROFONO EN CAJA,AMCOR,0,,0,0,0,0,
7.79562E+12,FBE9657,BEBE A PILA CON MAMADERA APRETANDOLA SE LLEVA A LA BOCA CHUPA SE RIE CANTA Y BAILA EN CAJA,AMCOR,0,,0,0,0,0,
7.79562E+12,FBE9664,BEBE A PILA C/FUNCIONES CHUPA LA MAMADERA CON SONIDO REAL TIENE 6 SONIDOS LLORA CON LAGRIMAS TOCANDOLE UNA MANO RIE TOCANDOLE LA OTRA LLORA TOCANDO UN PIE DICE MAMI Y EL OTRO PAPI EN CAJA,AMCOR,0,,0,0,0,0,
7.79582E+12,FBE5133,"BEBE TRY ME CON FUNCIONES CON PAÑAL, CHUPETE Y ACCESORIOS EN CAJA VISOR",AMCOR,0,,0,0,0,0,
7.79582E+12,FBE5119,"BEBE TRY ME CON FUNCIONES CON PELELA.CHUPETE, MAMADERA Y ACCESORIOS EN CAJA VISOR",AMCOR,0,,0,0,0,0,
7.79582E+12,FBE5126,"BEBE TRY ME CON FUNCIONES COCHECITO, CUNA, SILLA DE COMER, PELELA, MAMADERA Y ACCESORIOS EN DOS MODELOS EN CAJA ESTUCHE",AMCOR,0,,0,0,0,0,
7.79818E+12,FPR0133,JUEGO DE TE PRINCESA,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0134,COMIDITA HELADERIA BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0135,COMIDITA CUMPLEAÑO BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0139,COMIDITA PICNIC,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0141,COMIDITAS VEGETALES PRINCESAS,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0178,CHANGUITO DE COMPRAS BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FPR0179,CHANGUITO DE COMPRAS PRINCESA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0182,HELADERA BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FPR0183,HELADERA PRINCESA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0197,SET PIZZA CHEF BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0198,SET PASTELERIA CHEF BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FZA0216,TAQUITO FROZEN,Mini Play,0,,0,0,0,0,
7.79818E+12,NDE0265,JUEGO BOWLING CHICO CARS,Mini Play,0,,0,0,0,0,
7.79818E+12,NDE0269,JUEGO BOWLING CHICO VIOLETA,Mini Play,0,,0,0,0,0,
7.79818E+12,BCO0300,CALIDO BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0301,BEBESIT CON BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0302,UN LINDO BEBE CON SU CUNITA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0303,EL BEBE EN SU CHARRIOT,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0309,EL VELERITO DEL BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0310,BEBE EN LA BAÑERA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0311,PEQUEÑO CORRALITO CON BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0314,BEBE EN SU CANASTO,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0315,MOISES CON BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0316,ANDADOR CON BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0317,SILLITA DE COMER CON BEBE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0318,PRIMEROS PASOS,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0423,COCINA C/ANAFE-REPISAC/ACC BAR,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0521,TAQUITOS,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0610,CUNA GRANDE SOFIA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0612,BAÑERA GRANDE PRINCESA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0614,BAÑERA GRANDE SOFIA,Mini Play,0,,0,0,0,0,
7.79818E+12,FPR0618,LAVARROPAS PRINCESA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0621,LAVARROPAS BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0640,MICROONDAS BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FPR0651,KIT DE PLANCHA PRINCESAS,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0652,PLANCHA CHICA BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,NMS0703,XILOFON PESCADO,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0710,AUTO FASHION BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FPR0711,AUTO FASHION PRINCESS,Mini Play,156,,0,0,0,156,
7.79818E+12,FAU0712,AUTO EN RED,Mini Play,0,,0,0,0,0,
7.79818E+12,FAU00712R,AUTO EN RED ROSA,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0715,JEEP BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FBA0716,JEEP EN RED,Mini Play,0,,0,0,0,0,
7.79818E+12,RMO0720,MOTO AZUL,Mini Play,66,,0,0,0,66,
7.79818E+12,RMO0721,MOTO ROSA,Mini Play,76,,0,0,0,76,
7.79818E+12,RMO0722,MOTO NEGRA Y ROJO,Mini Play,36,,0,0,0,36,
7.79818E+12,RMO0723,MOTO NEGRA Y FUCSIA,Mini Play,0,,0,0,0,0,
7.79818E+12,RMO0724,MOTO NEGRA Y NARANJA,Mini Play,0,,0,0,0,0,
7.79818E+12,RAN0726,ANDADOR ELEFANTE FUCSIA NENA,Mini Play,0,,0,0,0,0,
7.79818E+12,RPA0741,PATINES CUATRO RUEDAS MICKEY,Mini Play,0,,0,0,0,0,
7.79818E+12,RPA0750,PATINES CUATRO RUEDAS BARBIE,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0810,SET PIZZA MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0811,SET PASTEL MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FTE0812,SET TÉ MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0814,JUEGO COMIDAS MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0815,JUEGO HAMBURGUESAS MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0816,JUEGO COCINA CHICO MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCP0817,JUEGO COCINA GRANDE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,BCN0818,CUNA MINIPLAY,Mini Play,48,,0,0,0,48,
7.79818E+12,BBA0819,BAÑERA MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FMQ0820,JUEGO PLANCHA MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,NCS0821,CHANGO COMPRAS MINIPLAY,Mini Play,120,,0,0,0,120,
7.79818E+12,BCU0825,CUNA CHICA CON BEBE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0826,BEBESIT CON BEBE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FCO0829,HELADERA MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,BCN0831,CANASTO CON BEBE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,BCR0833,CORRALITO CON BEBE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79818E+12,FBE0843,BEBOTE MINIPLAY,Mini Play,0,,0,0,0,0,
7.79127E+12,HLI7376,Star Wars Shapoo,Algabo,0,,0,0,0,0,
7.79127E+12,FLI5190,Frozen Shapoo /Rev00,Algabo,0,,0,0,0,0,
7.50627E+12,BLI5537,Blumen Antibacterial,Algabo,0,,0,0,0,0,
